Index, Heading, X, Y, East, North, Velocity
2, -88.8518, 204.227, 1819.33, 196.573, 767.509, 7.68913
2, -88.8532, 204.227, 1819.29, 196.575, 767.473, 7.87484
2, -88.8551, 204.228, 1819.24, 196.577, 767.426, 8.05883
2, -88.8578, 204.228, 1819.18, 196.579, 767.364, 8.24136
2, -88.8595, 204.229, 1819.14, 196.58, 767.323, 8.42243
2, -88.8615, 204.23, 1819.09, 196.582, 767.271, 8.60188
2, -88.8633, 204.23, 1819.03, 196.584, 767.216, 8.77998
2, -88.8643, 204.231, 1819, 196.586, 767.181, 8.9567
2, -88.8667, 204.232, 1818.93, 196.588, 767.113, 9.13189
2, -88.8683, 204.232, 1818.88, 196.59, 767.068, 9.30581
2, -88.8705, 204.233, 1818.82, 196.592, 767.007, 9.47855
2, -88.8719, 204.234, 1818.78, 196.594, 766.959, 9.65015
2, -88.8733, 204.234, 1818.73, 196.595, 766.915, 9.82078
2, -88.8742, 204.235, 1818.7, 196.597, 766.88, 9.99045
2, -88.8765, 204.236, 1818.61, 196.6, 766.79, 10.1591
2, -88.8776, 204.237, 1818.56, 196.602, 766.739, 10.3269
2, -88.8787, 204.237, 1818.5, 196.604, 766.686, 10.494
2, -88.8798, 204.238, 1818.46, 196.605, 766.641, 10.6601
2, -88.8808, 204.238, 1818.42, 196.607, 766.603, 10.8256
2, -88.8838, 204.24, 1818.32, 196.61, 766.502, 10.9904
2, -88.8857, 204.24, 1818.26, 196.612, 766.443, 11.1544
2, -88.8877, 204.241, 1818.2, 196.614, 766.384, 11.3178
2, -88.8889, 204.241, 1818.16, 196.616, 766.349, 11.4804
2, -88.8911, 204.242, 1818.09, 196.618, 766.276, 11.6422
2, -88.8937, 204.244, 1817.99, 196.622, 766.178, 11.8033
2, -88.895, 204.244, 1817.94, 196.624, 766.127, 11.9636
2, -88.8967, 204.245, 1817.88, 196.626, 766.064, 12.1229
2, -88.8986, 204.246, 1817.82, 196.628, 766, 12.2814
2, -88.9014, 204.247, 1817.72, 196.632, 765.902, 12.4391
2, -88.9035, 204.248, 1817.66, 196.634, 765.845, 12.596
2, -88.906, 204.248, 1817.6, 196.636, 765.78, 12.7523
2, -88.9086, 204.249, 1817.52, 196.638, 765.709, 12.9079
2, -88.9104, 204.25, 1817.47, 196.64, 765.655, 13.0629
2, -88.9133, 204.251, 1817.37, 196.644, 765.553, 13.2173
2, -88.915, 204.252, 1817.3, 196.646, 765.484, 13.3713
2, -88.9177, 204.253, 1817.22, 196.649, 765.401, 13.5247
2, -88.9198, 204.253, 1817.16, 196.651, 765.342, 13.6778
2, -88.9215, 204.254, 1817.11, 196.653, 765.297, 13.8303
2, -88.9242, 204.255, 1817.04, 196.655, 765.225, 13.9823
2, -88.9294, 204.256, 1816.9, 196.66, 765.081, 14.1337
2, -88.9311, 204.257, 1816.85, 196.662, 765.032, 14.2847
2, -88.9337, 204.258, 1816.77, 196.665, 764.959, 14.435
2, -88.9357, 204.258, 1816.72, 196.666, 764.903, 14.5844
2, -88.9401, 204.26, 1816.59, 196.671, 764.772, 14.733
2, -88.9429, 204.261, 1816.5, 196.674, 764.689, 14.881
2, -88.9457, 204.262, 1816.41, 196.677, 764.598, 15.0282
2, -88.9475, 204.262, 1816.35, 196.679, 764.538, 15.1748
2, -88.9492, 204.263, 1816.3, 196.681, 764.488, 15.3206
2, -88.9525, 204.264, 1816.21, 196.684, 764.396, 15.4659
2, -88.957, 204.265, 1816.09, 196.688, 764.275, 15.6115
2, -88.9604, 204.266, 1816, 196.691, 764.189, 15.7564
2, -88.9634, 204.267, 1815.93, 196.694, 764.115, 15.901
2, -88.966, 204.268, 1815.87, 196.696, 764.055, 16.045
2, -88.9732, 204.269, 1815.72, 196.701, 763.901, 16.1884
2, -88.9773, 204.27, 1815.64, 196.704, 763.827, 16.3308
2, -88.982, 204.271, 1815.56, 196.706, 763.746, 16.474
2, -88.9864, 204.272, 1815.49, 196.709, 763.675, 16.6183
2, -88.9924, 204.273, 1815.4, 196.712, 763.581, 16.7629
2, -89.0016, 204.274, 1815.26, 196.717, 763.449, 16.9075
2, -89.0096, 204.275, 1815.17, 196.72, 763.353, 17.0518
2, -89.0182, 204.276, 1815.08, 196.723, 763.27, 17.1956
2, -89.0302, 204.277, 1814.98, 196.726, 763.17, 17.3389
2, -89.0384, 204.278, 1814.92, 196.728, 763.107, 17.4819
2, -89.0589, 204.28, 1814.77, 196.734, 762.952, 17.6246
2, -89.0685, 204.28, 1814.7, 196.736, 762.884, 17.7668
2, -89.0862, 204.282, 1814.58, 196.74, 762.766, 17.9088
2, -89.0968, 204.283, 1814.51, 196.743, 762.698, 18.0505
2, -89.112, 204.284, 1814.42, 196.746, 762.604, 18.192
2, -89.1385, 204.286, 1814.26, 196.752, 762.451, 18.4744
2, -89.1586, 204.287, 1814.16, 196.755, 762.348, 18.6142
2, -89.1725, 204.288, 1814.09, 196.758, 762.281, 18.6142
2, -89.1881, 204.289, 1814.02, 196.76, 762.209, 18.7526
2, -89.2171, 204.29, 1813.9, 196.765, 762.083, 18.8898
2, -89.2493, 204.292, 1813.75, 196.77, 761.94, 19.0259
2, -89.2666, 204.293, 1813.67, 196.773, 761.858, 19.1605
2, -89.2871, 204.294, 1813.58, 196.776, 761.763, 19.2957
2, -89.3065, 204.295, 1813.49, 196.78, 761.674, 19.428
2, -89.332, 204.297, 1813.37, 196.784, 761.558, 19.5554
2, -89.3539, 204.298, 1813.27, 196.787, 761.457, 19.6788
2, -89.3822, 204.299, 1813.13, 196.792, 761.319, 19.7927
2, -89.4006, 204.3, 1813.03, 196.795, 761.221, 19.8897
2, -89.4182, 204.301, 1812.93, 196.799, 761.114, 19.9879
2, -89.433, 204.302, 1812.82, 196.802, 761.009, 20.0855
2, -89.4525, 204.304, 1812.66, 196.807, 760.852, 20.1826
2, -89.4645, 204.304, 1812.56, 196.81, 760.746, 20.2804
2, -89.4773, 204.305, 1812.44, 196.814, 760.63, 20.379
2, -89.4838, 204.306, 1812.38, 196.816, 760.571, 20.478
2, -89.4953, 204.306, 1812.28, 196.819, 760.466, 20.578
2, -89.5149, 204.308, 1812.09, 196.825, 760.279, 20.6791
2, -89.5273, 204.309, 1811.97, 196.828, 760.161, 20.7807
2, -88.9456, 207.59, 1812.95, 200.086, 761.214, 16.5698
2, -88.9461, 207.591, 1812.91, 200.087, 761.174, 16.7048
2, -88.9472, 207.592, 1812.83, 200.09, 761.095, 16.8394
2, -88.9488, 207.593, 1812.72, 200.094, 760.989, 16.9732
2, -88.9505, 207.595, 1812.59, 200.099, 760.853, 17.1063
2, -88.9517, 207.597, 1812.49, 200.103, 760.758, 17.2388
2, -88.9529, 207.598, 1812.39, 200.107, 760.655, 17.3707
2, -88.9536, 207.599, 1812.32, 200.109, 760.589, 17.5022
2, -88.9542, 207.6, 1812.24, 200.112, 760.51, 17.6329
2, -88.9549, 207.601, 1812.16, 200.116, 760.427, 17.7647
2, -88.9571, 207.603, 1812.02, 200.121, 760.281, 17.898
2, -88.9593, 207.605, 1811.93, 200.124, 760.192, 18.0318
2, -88.9623, 207.606, 1811.84, 200.128, 760.104, 18.1658
2, -88.9646, 207.607, 1811.78, 200.13, 760.045, 18.3003
2, -88.975, 207.61, 1811.58, 200.138, 759.845, 18.4349
2, -88.9801, 207.611, 1811.5, 200.141, 759.769, 18.5697
2, -88.9859, 207.612, 1811.42, 200.144, 759.689, 18.704
2, -88.9942, 207.614, 1811.32, 200.148, 759.585, 18.8375
2, -89.0019, 207.615, 1811.23, 200.151, 759.495, 18.9699
2, -89.0155, 207.618, 1811.08, 200.157, 759.346, 19.1013
2, -89.0248, 207.619, 1810.99, 200.161, 759.253, 19.2313
2, -89.0373, 207.621, 1810.87, 200.166, 759.135, 19.36
2, -89.0473, 207.622, 1810.78, 200.169, 759.048, 19.4882
2, -89.0648, 207.625, 1810.64, 200.175, 758.904, 19.6136
2, -89.0773, 207.626, 1810.54, 200.179, 758.803, 19.7344
2, -89.0891, 207.628, 1810.44, 200.183, 758.705, 19.8519
2, -89.1029, 207.63, 1810.33, 200.187, 758.593, 19.964
2, -89.1116, 207.631, 1810.26, 200.19, 758.526, 20.0583
2, -89.1271, 207.633, 1810.14, 200.194, 758.409, 20.1445
2, -89.147, 207.635, 1809.99, 200.2, 758.257, 20.2321
2, -89.164, 207.637, 1809.87, 200.205, 758.132, 20.3198
2, -89.1736, 207.638, 1809.8, 200.208, 758.062, 20.411
2, -89.1878, 207.64, 1809.69, 200.212, 757.96, 20.506
2, -89.2046, 207.641, 1809.58, 200.216, 757.842, 20.6039
2, -89.2283, 207.644, 1809.41, 200.223, 757.676, 20.7036
2, -89.2389, 207.645, 1809.33, 200.226, 757.6, 20.8043
2, -89.251, 207.646, 1809.24, 200.229, 757.51, 20.9054
2, -89.2641, 207.648, 1809.14, 200.233, 757.411, 21.0067
2, -89.2779, 207.649, 1809.03, 200.237, 757.297, 21.1078
2, -89.3004, 207.652, 1808.82, 200.245, 757.092, 21.2091
2, -89.3098, 207.653, 1808.73, 200.248, 756.996, 21.311
2, -89.3216, 207.655, 1808.6, 200.253, 756.864, 21.413
2, -89.3291, 207.656, 1808.5, 200.256, 756.771, 21.5158
2, -89.3356, 207.657, 1808.42, 200.26, 756.684, 21.619
2, -89.3494, 207.66, 1808.21, 200.267, 756.479, 21.7228
2, -89.3552, 207.661, 1808.11, 200.27, 756.375, 21.8272
2, -89.3616, 207.662, 1807.97, 200.275, 756.24, 21.9314
2, -89.3644, 207.663, 1807.9, 200.277, 756.172, 22.0361
2, -89.3674, 207.664, 1807.82, 200.28, 756.092, 22.1414
2, -89.373, 207.666, 1807.6, 200.288, 755.863, 22.2462
2, -89.3749, 207.667, 1807.48, 200.291, 755.753, 22.3515
2, -89.3766, 207.668, 1807.37, 200.295, 755.637, 22.4578
2, -89.378, 207.669, 1807.27, 200.299, 755.543, 22.5652
2, -89.3795, 207.67, 1807.17, 200.302, 755.438, 22.6737
2, -89.3823, 207.672, 1806.99, 200.308, 755.259, 22.7848
2, -89.3843, 207.673, 1806.87, 200.312, 755.136, 22.897
2, -89.3865, 207.675, 1806.74, 200.316, 755.005, 23.0116
2, -89.3881, 207.675, 1806.65, 200.319, 754.916, 23.1285
2, -89.3897, 207.676, 1806.55, 200.323, 754.824, 23.2475
2, -89.3944, 207.679, 1806.32, 200.33, 754.594, 23.3678
2, -89.3962, 207.68, 1806.24, 200.333, 754.51, 23.4884
2, -89.3991, 207.681, 1806.11, 200.337, 754.38, 23.6085
2, -89.4013, 207.682, 1806.02, 200.341, 754.287, 23.7276
2, -89.4039, 207.683, 1805.91, 200.344, 754.174, 23.8458
2, -89.4091, 207.685, 1805.67, 200.352, 753.935, 23.9629
2, -89.4114, 207.686, 1805.56, 200.356, 753.829, 24.0795
2, -89.4136, 207.688, 1805.45, 200.36, 753.718, 24.1957
2, -89.4155, 207.689, 1805.35, 200.363, 753.621, 24.3121
2, -89.4177, 207.69, 1805.23, 200.367, 753.503, 24.4289
2, -89.4217, 207.692, 1804.99, 200.375, 753.261, 24.5462
2, -89.4234, 207.693, 1804.88, 200.379, 753.152, 24.6641
2, -89.4256, 207.695, 1804.73, 200.384, 753.005, 24.7823
2, -89.4266, 207.695, 1804.66, 200.386, 752.93, 24.9009
2, -89.4283, 207.697, 1804.53, 200.391, 752.797, 25.0199
2, -89.4305, 207.699, 1804.33, 200.397, 752.597, 25.1394
2, -89.4319, 207.7, 1804.19, 200.402, 752.462, 25.2594
2, -89.4333, 207.701, 1804.04, 200.407, 752.313, 25.3796
2, -89.4339, 207.702, 1803.97, 200.409, 752.24, 25.5001
2, -89.4348, 207.703, 1803.84, 200.413, 752.115, 25.6201
2, -89.4365, 207.706, 1803.62, 200.421, 751.892, 25.7405
2, -89.4373, 207.707, 1803.47, 200.426, 751.74, 25.861
2, -89.5789, 200.831, 1801.73, 193.593, 749.839, 30.7321
2, -89.5791, 200.831, 1801.63, 193.596, 749.744, 30.8636
2, -89.5794, 200.832, 1801.48, 193.6, 749.595, 30.995
2, -89.58, 200.835, 1801.17, 193.61, 749.28, 31.2571
2, -89.5803, 200.836, 1801.01, 193.615, 749.116, 31.2571
2, -89.5804, 200.836, 1800.92, 193.617, 749.034, 31.3878
2, -89.5807, 200.838, 1800.71, 193.624, 748.818, 31.5185
2, -89.5808, 200.839, 1800.6, 193.627, 748.706, 31.649
2, -89.5808, 200.84, 1800.35, 193.635, 748.458, 31.7795
2, -89.5807, 200.842, 1800.16, 193.641, 748.273, 31.9099
2, -89.5804, 200.843, 1800.04, 193.644, 748.154, 32.0403
2, -89.58, 200.844, 1799.88, 193.649, 747.995, 32.1705
2, -89.5794, 200.845, 1799.73, 193.654, 747.842, 32.3006
2, -89.5766, 200.847, 1799.41, 193.664, 747.518, 32.4305
2, -89.5748, 200.848, 1799.25, 193.669, 747.356, 32.5602
2, -89.5723, 200.85, 1799.05, 193.675, 747.158, 32.6897
2, -89.5707, 200.85, 1798.94, 193.678, 747.047, 32.8189
2, -89.5686, 200.851, 1798.79, 193.683, 746.902, 32.948
2, -89.5667, 200.852, 1798.67, 193.686, 746.778, 33.0769
2, -89.5609, 200.855, 1798.33, 193.697, 746.441, 33.2057
2, -89.5588, 200.856, 1798.21, 193.701, 746.318, 33.3343
2, -89.555, 200.857, 1797.99, 193.707, 746.104, 33.4628
2, -89.5531, 200.858, 1797.88, 193.711, 745.997, 33.591
2, -89.5478, 200.86, 1797.59, 193.72, 745.704, 33.7192
2, -89.5446, 200.862, 1797.41, 193.725, 745.521, 33.8474
2, -89.5413, 200.863, 1797.22, 193.731, 745.337, 33.9755
2, -89.5392, 200.864, 1797.1, 193.735, 745.217, 34.1036
2, -89.5357, 200.866, 1796.89, 193.741, 745.006, 34.2315
2, -89.5314, 200.868, 1796.62, 193.75, 744.731, 34.3593
2, -89.5292, 200.869, 1796.47, 193.755, 744.581, 34.487
2, -89.526, 200.871, 1796.24, 193.762, 744.35, 34.6144
2, -89.524, 200.872, 1796.08, 193.767, 744.19, 34.7416
2, -89.5225, 200.873, 1795.95, 193.771, 744.063, 34.8686
2, -89.5193, 200.875, 1795.68, 193.78, 743.791, 34.9953
2, -89.5176, 200.877, 1795.5, 193.785, 743.617, 35.1219
2, -89.5161, 200.878, 1795.35, 193.79, 743.458, 35.2483
2, -89.5147, 200.879, 1795.19, 193.795, 743.299, 35.3745
2, -89.5136, 200.881, 1795.02, 193.8, 743.135, 35.5007
2, -89.5121, 200.883, 1794.67, 193.812, 742.781, 35.7526
2, -89.5116, 200.885, 1794.48, 193.818, 742.597, 35.7526
2, -89.5115, 200.886, 1794.37, 193.821, 742.487, 35.878
2, -89.5113, 200.888, 1794.14, 193.829, 742.253, 36.012
2, -89.5114, 200.889, 1793.98, 193.834, 742.096, 36.1648
2, -89.5116, 200.89, 1793.84, 193.838, 741.951, 36.3368
2, -89.5131, 200.893, 1793.5, 193.849, 741.613, 36.5243
2, -89.5142, 200.894, 1793.35, 193.854, 741.468, 36.7221
2, -89.5162, 200.896, 1793.12, 193.861, 741.236, 36.9244
2, -89.5179, 200.898, 1792.97, 193.866, 741.089, 37.1232
2, -89.5225, 200.9, 1792.68, 193.875, 740.792, 37.3147
2, -89.5266, 200.902, 1792.45, 193.882, 740.564, 37.4977
2, -89.5304, 200.903, 1792.28, 193.888, 740.391, 37.6705
2, -89.5334, 200.904, 1792.15, 193.892, 740.263, 37.834
2, -89.5379, 200.906, 1791.97, 193.898, 740.081, 37.9899
2, -89.5441, 200.908, 1791.73, 193.905, 739.848, 38.1408
2, -89.5522, 200.91, 1791.45, 193.914, 739.566, 38.289
2, -89.558, 200.912, 1791.26, 193.92, 739.371, 38.4367
2, -89.5641, 200.913, 1791.06, 193.926, 739.175, 38.5866
2, -89.5711, 200.915, 1790.85, 193.933, 738.963, 38.7396
2, -89.578, 200.916, 1790.64, 193.939, 738.76, 38.8954
2, -89.588, 200.918, 1790.35, 193.948, 738.468, 39.053
2, -89.5943, 200.92, 1790.17, 193.954, 738.287, 39.2115
2, -89.6026, 200.921, 1789.94, 193.961, 738.052, 39.3698
2, -89.6088, 200.923, 1789.76, 193.966, 737.874, 39.5263
2, -89.6196, 200.925, 1789.45, 193.976, 737.566, 39.6801
2, -89.6268, 200.926, 1789.24, 193.982, 737.353, 39.8305
2, -89.6331, 200.927, 1789.05, 193.988, 737.163, 39.9777
2, -89.6382, 200.928, 1788.89, 193.992, 737.01, 40.1225
2, -89.6465, 200.93, 1788.63, 194, 736.751, 40.2653
2, -89.6533, 200.931, 1788.42, 194.007, 736.532, 40.4068
2, -89.6635, 200.933, 1788.09, 194.016, 736.202, 40.6879
2, -89.6698, 200.935, 1787.88, 194.023, 735.993, 40.6879
2, -89.6743, 200.935, 1787.73, 194.027, 735.842, 40.828
2, -89.6802, 200.937, 1787.52, 194.033, 735.641, 40.9677
2, -89.6861, 200.938, 1787.32, 194.039, 735.442, 41.1068
2, -89.6955, 200.939, 1787, 194.048, 735.116, 41.2451
2, -89.7029, 200.941, 1786.74, 194.056, 734.853, 41.3825
2, -89.7077, 200.942, 1786.56, 194.061, 734.675, 41.5189
2, -89.7126, 200.943, 1786.37, 194.066, 734.487, 41.6544
2, -89.7172, 200.944, 1786.19, 194.071, 734.311, 41.7889
2, -89.7254, 200.945, 1785.85, 194.081, 733.965, 41.9224
2, -89.731, 200.947, 1785.56, 194.089, 733.677, 42.0551
2, -89.7339, 200.947, 1785.39, 194.094, 733.509, 42.1869
2, -89.7358, 200.948, 1785.27, 194.097, 733.385, 42.3178
2, -89.7387, 200.949, 1785.05, 194.103, 733.172, 42.4478
2, -89.7412, 200.95, 1784.83, 194.11, 732.952, 42.5769
2, -89.7443, 200.951, 1784.52, 194.118, 732.643, 42.7053
2, -89.7465, 200.953, 1784.23, 194.126, 732.346, 42.8328
2, -89.7473, 200.954, 1784.01, 194.133, 732.124, 42.9595
2, -89.7476, 200.954, 1783.82, 194.138, 731.942, 43.0852
2, -89.7472, 200.956, 1783.4, 194.149, 731.52, 43.3323
2, -89.7453, 200.958, 1783.02, 194.16, 731.139, 43.436
2, -89.7443, 200.958, 1782.85, 194.165, 730.967, 43.5126
2, -89.7424, 200.959, 1782.6, 194.172, 730.721, 43.5693
2, -89.7383, 200.961, 1782.27, 194.181, 730.385, 43.6162
2, -89.7351, 200.962, 1782.05, 194.187, 730.167, 43.6628
2, -89.733, 200.963, 1781.82, 194.193, 729.944, 43.7179
2, -89.7321, 200.964, 1781.57, 194.2, 729.691, 43.7829
2, -89.732, 200.965, 1781.42, 194.204, 729.542, 43.8555
2, -89.734, 200.966, 1781.02, 194.216, 729.143, 43.9353
2, -89.7366, 200.967, 1780.81, 194.222, 728.928, 44.0199
2, -89.7399, 200.968, 1780.57, 194.228, 728.693, 44.106
2, -89.7438, 200.969, 1780.39, 194.234, 728.508, 44.1902
2, -89.7493, 200.97, 1780.18, 194.239, 728.299, 44.2716
2, -89.7617, 200.972, 1779.79, 194.25, 727.906, 44.3507
2, -89.7694, 200.973, 1779.58, 194.256, 727.706, 44.4277
2, -89.7812, 200.974, 1779.3, 194.264, 727.422, 44.5035
2, -89.7885, 200.975, 1779.14, 194.268, 727.256, 44.5792
2, -89.7956, 200.975, 1778.98, 194.273, 727.104, 44.6561
2, -89.8202, 200.977, 1778.53, 194.285, 726.647, 44.8144
2, -89.8316, 200.978, 1778.33, 194.29, 726.449, 44.8144
2, -89.8439, 200.978, 1778.12, 194.296, 726.241, 44.8947
2, -89.8584, 200.979, 1777.89, 194.302, 726.008, 44.9759
2, -89.8695, 200.98, 1777.72, 194.307, 725.839, 45.058
2, -89.8864, 200.98, 1777.47, 194.313, 725.589, 45.1406
2, -89.9161, 200.981, 1777.05, 194.324, 725.169, 45.2235
2, -89.9294, 200.981, 1776.87, 194.329, 724.989, 45.3065
2, -89.9508, 200.982, 1776.58, 194.336, 724.703, 45.3895
2, -89.9607, 200.982, 1776.45, 194.339, 724.572, 45.4728
2, -89.9772, 200.982, 1776.23, 194.344, 724.352, 45.5565
2, -90.0076, 200.983, 1775.83, 194.354, 723.95, 45.6403
2, -90.0247, 200.983, 1775.6, 194.36, 723.722, 45.7243
2, -90.0445, 200.983, 1775.34, 194.366, 723.461, 45.8084
2, -90.0641, 200.982, 1775.08, 194.372, 723.201, 45.8925
2, -90.0735, 200.982, 1774.95, 194.375, 723.068, 45.9768
2, -90.0872, 200.982, 1774.73, 194.38, 722.854, 46.0615
2, -90.1031, 200.982, 1774.46, 194.386, 722.579, 46.1462
2, -90.1154, 200.981, 1774.23, 194.391, 722.351, 46.2311
2, -90.1379, 200.98, 1773.72, 194.402, 721.846, 46.401
2, -90.1467, 200.98, 1773.5, 194.406, 721.626, 46.401
2, -90.1517, 200.98, 1773.34, 194.41, 721.46, 46.4861
2, -90.1587, 200.979, 1773.04, 194.416, 721.159, 46.5715
2, -90.1615, 200.978, 1772.85, 194.42, 720.972, 46.6584
2, -90.1648, 200.977, 1772.41, 194.429, 720.536, 46.8364
2, -90.1654, 200.976, 1772.18, 194.433, 720.307, 46.8364
2, -90.1649, 200.976, 1772.01, 194.437, 720.138, 46.9274
2, -90.1631, 200.975, 1771.73, 194.443, 719.853, 47.0194
2, -90.1607, 200.974, 1771.5, 194.447, 719.629, 47.1125
2, -90.1579, 200.973, 1771.3, 194.451, 719.42, 47.2065
2, -90.1519, 200.972, 1770.91, 194.459, 719.033, 47.3008
2, -90.1483, 200.971, 1770.72, 194.463, 718.847, 47.3954
2, -90.1429, 200.971, 1770.47, 194.468, 718.593, 47.4903
2, -90.1385, 200.97, 1770.27, 194.472, 718.398, 47.5853
2, -90.1269, 200.969, 1769.81, 194.482, 717.934, 47.6805
2, -90.1204, 200.968, 1769.57, 194.487, 717.699, 47.776
2, -90.1148, 200.968, 1769.38, 194.491, 717.507, 47.8717
2, -90.1089, 200.967, 1769.19, 194.495, 717.314, 47.968
2, -90.1011, 200.967, 1768.94, 194.5, 717.069, 48.065
2, -90.0857, 200.966, 1768.48, 194.51, 716.6, 48.1623
2, -90.0798, 200.965, 1768.3, 194.514, 716.428, 48.2602
2, -90.0704, 200.965, 1768.04, 194.52, 716.161, 48.3585
2, -90.061, 200.964, 1767.78, 194.525, 715.902, 48.4574
2, -90.0542, 200.964, 1767.59, 194.529, 715.719, 48.5567
2, -90.0385, 200.963, 1767.18, 194.538, 715.308, 48.6563
2, -90.0276, 200.963, 1766.9, 194.545, 715.029, 48.7563
2, -90.0162, 200.963, 1766.62, 194.551, 714.741, 48.8568
2, -90.0104, 200.963, 1766.47, 194.554, 714.593, 48.9573
2, -89.9989, 200.962, 1766.18, 194.561, 714.306, 49.0574
2, -89.9832, 200.962, 1765.79, 194.57, 713.919, 49.1569
2, -89.9723, 200.962, 1765.53, 194.576, 713.654, 49.2558
2, -89.9622, 200.962, 1765.28, 194.582, 713.403, 49.354
2, -89.9572, 200.962, 1765.15, 194.585, 713.275, 49.4515
2, -89.9467, 200.962, 1764.88, 194.591, 713.009, 49.5487
2, -89.9304, 200.963, 1764.46, 194.601, 712.591, 49.6455
2, -89.9187, 200.963, 1764.16, 194.609, 712.286, 49.7423
2, -89.9103, 200.963, 1763.94, 194.614, 712.064, 49.8389
2, -89.9033, 200.963, 1763.75, 194.619, 711.88, 49.9355
2, -89.8939, 200.964, 1763.5, 194.625, 711.629, 50.0319
2, -89.8749, 200.964, 1763, 194.638, 711.131, 50.2244
2, -89.8656, 200.965, 1762.74, 194.644, 710.863, 50.2244
2, -89.8612, 200.965, 1762.6, 194.648, 710.73, 50.3204
2, -89.8486, 200.966, 1762.21, 194.658, 710.339, 50.4162
2, -89.8405, 200.966, 1761.94, 194.665, 710.072, 50.5118
2, -89.8351, 200.967, 1761.76, 194.669, 709.891, 50.6071
2, -89.8226, 200.968, 1761.34, 194.68, 709.463, 50.7024
2, -89.8158, 200.969, 1761.1, 194.687, 709.225, 50.7976
2, -89.8077, 200.969, 1760.81, 194.694, 708.939, 50.8927
2, -89.8031, 200.97, 1760.65, 194.699, 708.773, 50.9876
2, -89.7966, 200.971, 1760.41, 194.705, 708.535, 51.0824
2, -89.7834, 200.972, 1759.9, 194.719, 708.026, 51.2713
2, -89.7777, 200.973, 1759.66, 194.725, 707.79, 51.2713
2, -89.7727, 200.974, 1759.45, 194.731, 707.577, 51.3654
2, -89.7659, 200.975, 1759.15, 194.739, 707.28, 51.4593
