194.301   722.927   -0.044
194.302   722.827   -0.044
194.304   722.727   -0.044
194.304   722.627   -0.044
194.305   722.527   -0.044
194.307   722.427   -0.044
194.308   722.327   -0.044
194.310   722.227   -0.044
194.310   722.127   -0.044
194.311   722.027   -0.044
194.313   721.927   -0.044
194.314   721.827   -0.044
194.315   721.727   -0.044
194.316   721.627   -0.044
194.317   721.527   -0.044
194.318   721.427   -0.044
194.320   721.327   -0.044
194.321   721.227   -0.044
194.321   721.127   -0.044
194.323   721.027   -0.044
194.324   720.927   -0.044
194.325   720.827   -0.044
194.327   720.727   -0.044
194.328   720.627   -0.044
194.329   720.527   -0.044
194.330   720.427   -0.044
194.331   720.327   -0.044
194.333   720.227   -0.044
194.334   720.127   -0.044
194.335   720.027   -0.044
194.336   719.927   -0.044
194.337   719.827   -0.044
194.338   719.727   -0.044
194.339   719.627   -0.044
194.340   719.527   -0.044
194.341   719.427   -0.044
194.343   719.328   -0.044
194.344   719.228   -0.044
194.345   719.128   -0.044
194.346   719.028   -0.044
194.347   718.928   -0.044
194.349   718.828   -0.044
194.350   718.728   -0.044
194.351   718.628   -0.044
194.353   718.528   -0.044
194.353   718.428   -0.044
194.354   718.328   -0.044
194.356   718.228   -0.044
194.357   718.128   -0.044
194.358   718.028   -0.043
194.359   717.928   -0.043
194.360   717.828   -0.043
194.361   717.728   -0.043
194.363   717.628   -0.043
194.363   717.528   -0.043
194.364   717.428   -0.043
194.366   717.328   -0.043
194.367   717.228   -0.043
194.369   717.128   -0.043
194.369   717.028   -0.043
194.370   716.928   -0.043
194.372   716.828   -0.043
194.373   716.728   -0.043
194.374   716.628   -0.043
194.376   716.528   -0.043
194.377   716.428   -0.043
194.378   716.328   -0.043
194.382   716.228   -0.043
194.384   716.128   -0.043
194.388   716.028   -0.043
194.392   715.928   -0.043
194.395   715.828   -0.043
194.398   715.728   -0.043
194.402   715.629   -0.043
194.405   715.529   -0.043
194.409   715.429   -0.043
194.412   715.329   -0.043
194.415   715.229   -0.043
194.419   715.129   -0.043
194.422   715.030   -0.043
194.426   714.930   -0.043
194.430   714.830   -0.043
194.432   714.730   -0.043
194.435   714.630   -0.043
194.438   714.530   -0.043
194.440   714.430   -0.043
194.443   714.330   -0.043
194.446   714.230   -0.043
194.448   714.130   -0.043
194.451   714.030   -0.043
194.454   713.930   -0.043
194.456   713.830   -0.043
194.460   713.730   -0.043
194.462   713.630   -0.043
194.464   713.530   -0.043
194.468   713.430   -0.043
194.470   713.330   -0.043
194.473   713.230   -0.043
194.477   713.130   -0.043
194.480   713.030   -0.043
194.483   712.931   -0.043
194.487   712.831   -0.043
194.490   712.731   -0.043
194.493   712.631   -0.043
194.497   712.531   -0.043
194.500   712.431   -0.043
194.503   712.331   -0.043
194.507   712.231   -0.043
194.510   712.131   -0.043
194.514   712.031   -0.043
194.517   711.931   -0.043
194.520   711.831   -0.043
194.523   711.731   -0.043
194.526   711.631   -0.043
194.528   711.531   -0.043
194.531   711.431   -0.043
194.534   711.331   -0.043
194.536   711.231   -0.043
194.539   711.131   -0.043
194.542   711.032   -0.043
194.544   710.932   -0.043
194.547   710.832   -0.043
194.550   710.732   -0.043
194.552   710.632   -0.043
194.555   710.532   -0.043
194.558   710.432   -0.043
194.561   710.332   -0.043
194.564   710.232   -0.043
194.567   710.132   -0.043
194.571   710.032   -0.043
194.574   709.932   -0.043
194.577   709.832   -0.043
194.581   709.732   -0.043
194.584   709.632   -0.043
194.587   709.532   -0.043
194.591   709.432   -0.043
194.594   709.332   -0.043
194.596   709.232   -0.043
194.600   709.133   -0.043
194.602   709.033   -0.042
194.604   708.933   -0.042
194.607   708.833   -0.042
194.610   708.733   -0.042
194.613   708.633   -0.042
194.615   708.533   -0.042
194.617   708.433   -0.042
194.621   708.333   -0.042
194.623   708.233   -0.042
194.625   708.133   -0.042
194.629   708.033   -0.042
194.631   707.933   -0.042
194.633   707.833   -0.042
194.637   707.733   -0.042
194.639   707.633   -0.042
194.642   707.533   -0.042
194.646   707.433   -0.042
194.648   707.333   -0.042
194.651   707.233   -0.042
194.654   707.133   -0.042
194.657   707.033   -0.042
194.660   706.934   -0.042
194.663   706.834   -0.042
194.666   706.734   -0.042
194.669   706.634   -0.042
194.672   706.534   -0.042
194.675   706.434   -0.042
194.678   706.334   -0.042
194.681   706.234   -0.042
194.683   706.134   -0.042
194.687   706.034   -0.042
194.689   705.934   -0.042
194.692   705.834   -0.042
194.695   705.734   -0.042
194.697   705.634   -0.042
194.700   705.534   -0.042
194.703   705.434   -0.042
194.705   705.334   -0.042
194.708   705.234   -0.042
194.711   705.134   -0.042
194.713   705.034   -0.042
194.717   704.934   -0.042
194.719   704.834   -0.042
194.721   704.735   -0.042
194.725   704.635   -0.042
194.727   704.535   -0.042
194.730   704.435   -0.042
194.733   704.335   -0.042
194.736   704.235   -0.042
194.738   704.135   -0.042
194.742   704.035   -0.042
194.745   703.935   -0.042
194.747   703.835   -0.042
194.751   703.735   -0.042
194.753   703.635   -0.042
194.756   703.535   -0.042
194.760   703.435   -0.042
194.762   703.335   -0.042
194.766   703.235   -0.042
194.768   703.135   -0.042
194.771   703.035   -0.042
194.774   702.935   -0.042
194.777   702.835   -0.042
194.779   702.735   -0.042
194.782   702.636   -0.042
