201.328   723.205   -0.044
201.331   723.105   -0.044
201.335   723.005   -0.044
201.338   722.905   -0.044
201.341   722.805   -0.044
201.345   722.705   -0.044
201.349   722.605   -0.044
201.352   722.505   -0.044
201.356   722.405   -0.044
201.360   722.305   -0.044
201.363   722.205   -0.044
201.367   722.105   -0.044
201.370   722.005   -0.044
201.373   721.905   -0.044
201.378   721.806   -0.044
201.381   721.706   -0.044
201.385   721.606   -0.044
201.388   721.506   -0.044
201.391   721.406   -0.044
201.396   721.306   -0.044
201.399   721.206   -0.044
201.402   721.106   -0.044
201.406   721.006   -0.044
201.409   720.906   -0.044
201.413   720.806   -0.044
201.417   720.706   -0.044
201.420   720.606   -0.044
201.423   720.506   -0.044
201.427   720.406   -0.044
201.430   720.306   -0.044
201.434   720.207   -0.044
201.438   720.107   -0.044
201.441   720.007   -0.044
201.445   719.907   -0.044
201.448   719.807   -0.044
201.452   719.707   -0.044
201.456   719.607   -0.044
201.459   719.507   -0.044
201.462   719.407   -0.044
201.466   719.307   -0.044
201.470   719.207   -0.044
201.473   719.107   -0.044
201.477   719.007   -0.044
201.480   718.907   -0.044
201.483   718.807   -0.044
201.488   718.708   -0.044
201.491   718.608   -0.044
201.494   718.508   -0.044
201.498   718.408   -0.044
201.501   718.308   -0.044
201.505   718.208   -0.044
201.509   718.108   -0.044
201.512   718.008   -0.044
201.516   717.908   -0.044
201.519   717.808   -0.044
201.522   717.708   -0.044
201.527   717.608   -0.044
201.530   717.508   -0.044
201.533   717.408   -0.044
201.537   717.308   -0.044
201.540   717.208   -0.044
201.544   717.109   -0.044
201.548   717.009   -0.044
201.551   716.909   -0.044
201.554   716.809   -0.044
201.558   716.709   -0.044
201.562   716.609   -0.044
201.566   716.509   -0.044
201.569   716.409   -0.044
201.572   716.309   -0.044
201.576   716.209   -0.044
201.579   716.109   -0.044
201.581   716.010   -0.043
201.585   715.910   -0.043
201.587   715.810   -0.043
201.590   715.710   -0.043
201.593   715.610   -0.043
201.595   715.510   -0.043
201.598   715.410   -0.043
201.601   715.310   -0.043
201.603   715.211   -0.043
201.606   715.111   -0.043
201.609   715.011   -0.043
201.611   714.911   -0.043
201.615   714.811   -0.043
201.617   714.711   -0.043
201.619   714.611   -0.043
201.622   714.511   -0.043
201.625   714.411   -0.043
201.627   714.311   -0.043
201.630   714.211   -0.043
201.632   714.111   -0.043
201.635   714.011   -0.043
201.638   713.911   -0.043
201.640   713.811   -0.043
201.642   713.711   -0.043
201.646   713.611   -0.043
201.648   713.511   -0.043
201.650   713.411   -0.043
201.653   713.311   -0.043
201.656   713.211   -0.043
201.658   713.111   -0.043
201.661   713.011   -0.043
201.664   712.911   -0.043
201.667   712.812   -0.043
201.669   712.712   -0.043
201.672   712.612   -0.043
201.675   712.512   -0.043
201.677   712.412   -0.043
201.679   712.312   -0.043
201.683   712.212   -0.043
201.685   712.112   -0.043
201.687   712.012   -0.043
201.691   711.912   -0.043
201.693   711.812   -0.043
201.695   711.712   -0.043
201.699   711.612   -0.043
201.701   711.512   -0.043
201.703   711.412   -0.043
201.706   711.312   -0.043
201.709   711.212   -0.043
201.712   711.112   -0.043
201.714   711.012   -0.043
201.717   710.912   -0.043
201.720   710.812   -0.043
201.722   710.712   -0.043
201.724   710.612   -0.043
201.728   710.513   -0.043
201.730   710.413   -0.043
201.732   710.313   -0.043
201.736   710.213   -0.043
201.738   710.113   -0.043
201.740   710.013   -0.043
201.744   709.913   -0.043
201.746   709.813   -0.043
201.748   709.713   -0.043
201.751   709.613   -0.043
201.754   709.513   -0.043
201.757   709.413   -0.043
201.759   709.313   -0.043
201.762   709.213   -0.043
201.765   709.113   -0.043
201.767   709.013   -0.043
201.769   708.913   -0.043
201.773   708.813   -0.043
201.775   708.713   -0.043
201.777   708.613   -0.043
201.781   708.513   -0.043
201.783   708.413   -0.043
201.785   708.313   -0.043
201.788   708.214   -0.043
201.791   708.114   -0.043
201.793   708.014   -0.043
201.796   707.914   -0.043
201.799   707.814   -0.043
201.802   707.714   -0.043
201.804   707.614   -0.043
201.807   707.514   -0.043
201.810   707.414   -0.043
201.813   707.314   -0.043
201.815   707.214   -0.043
201.818   707.114   -0.043
201.821   707.014   -0.042
201.823   706.914   -0.042
201.826   706.814   -0.042
201.829   706.714   -0.042
201.831   706.614   -0.042
201.834   706.514   -0.042
201.837   706.414   -0.042
201.839   706.314   -0.042
201.842   706.214   -0.042
201.845   706.114   -0.042
201.848   706.014   -0.042
201.850   705.914   -0.042
201.852   705.815   -0.042
201.856   705.715   -0.042
201.858   705.615   -0.042
201.860   705.515   -0.042
201.863   705.415   -0.042
201.866   705.315   -0.042
201.868   705.215   -0.042
201.871   705.115   -0.042
201.874   705.015   -0.042
201.876   704.915   -0.042
201.879   704.815   -0.042
201.881   704.715   -0.042
201.884   704.615   -0.042
201.887   704.515   -0.042
201.889   704.415   -0.042
201.892   704.315   -0.042
201.895   704.215   -0.042
201.897   704.115   -0.042
201.900   704.015   -0.042
201.903   703.915   -0.042
201.905   703.815   -0.042
201.908   703.715   -0.042
201.910   703.615   -0.042
201.913   703.516   -0.042
201.916   703.416   -0.042
201.918   703.316   -0.042
201.921   703.216   -0.042
201.924   703.116   -0.042
201.926   703.016   -0.042
201.929   702.916   -0.042
201.932   702.816   -0.042
201.934   702.716   -0.042
201.937   702.616   -0.042
201.940   702.516   -0.042
201.942   702.416   -0.042
201.945   702.316   -0.042
201.948   702.216   -0.042
201.950   702.116   -0.042
201.953   702.016   -0.042
201.956   701.916   -0.042
201.958   701.816   -0.042
201.961   701.716   -0.042
201.964   701.616   -0.042
201.966   701.516   -0.042
201.969   701.416   -0.042
201.971   701.316   -0.042
201.974   701.216   -0.042
201.977   701.117   -0.042
