Index, Heading, X, Y, East, North, Velocity
1, -89.5227, 200.693, 1819.76, 193.031, 767.857, 7.66468
1, -89.5227, 200.694, 1819.73, 193.032, 767.827, 7.84035
1, -89.5225, 200.694, 1819.67, 193.034, 767.766, 8.01456
1, -89.5224, 200.694, 1819.63, 193.035, 767.727, 8.18753
1, -89.5223, 200.695, 1819.57, 193.037, 767.674, 8.35935
1, -89.5222, 200.695, 1819.53, 193.038, 767.631, 8.53005
1, -89.5222, 200.695, 1819.49, 193.04, 767.592, 8.69982
1, -89.5221, 200.696, 1819.46, 193.041, 767.561, 8.8687
1, -89.5219, 200.696, 1819.38, 193.043, 767.481, 9.03663
1, -89.5219, 200.696, 1819.34, 193.044, 767.436, 9.20373
1, -89.5217, 200.697, 1819.29, 193.046, 767.388, 9.37008
1, -89.5217, 200.697, 1819.25, 193.047, 767.348, 9.53565
1, -89.5216, 200.697, 1819.21, 193.048, 767.314, 9.70054
1, -89.5215, 200.698, 1819.12, 193.051, 767.223, 9.86474
1, -89.5215, 200.699, 1819.07, 193.053, 767.17, 10.0282
1, -89.5216, 200.699, 1819.02, 193.054, 767.117, 10.191
1, -89.5216, 200.699, 1818.98, 193.055, 767.085, 10.3531
1, -89.5217, 200.7, 1818.92, 193.057, 767.019, 10.5144
1, -89.5216, 200.7, 1818.83, 193.06, 766.931, 10.6749
1, -89.5216, 200.701, 1818.78, 193.062, 766.885, 10.8346
1, -89.5215, 200.701, 1818.73, 193.063, 766.828, 10.9934
1, -89.5214, 200.702, 1818.67, 193.065, 766.77, 11.1515
1, -89.5213, 200.702, 1818.58, 193.068, 766.681, 11.3088
1, -89.5213, 200.703, 1818.53, 193.07, 766.628, 11.4654
1, -89.5213, 200.703, 1818.47, 193.072, 766.569, 11.6214
1, -89.5214, 200.704, 1818.4, 193.074, 766.504, 11.7768
1, -89.5214, 200.704, 1818.35, 193.075, 766.455, 11.9315
1, -89.5214, 200.705, 1818.26, 193.078, 766.362, 12.0858
1, -89.5213, 200.705, 1818.2, 193.08, 766.298, 12.2395
1, -89.5212, 200.706, 1818.12, 193.082, 766.222, 12.3927
1, -89.5211, 200.706, 1818.07, 193.084, 766.169, 12.5455
1, -89.5211, 200.707, 1818.03, 193.085, 766.128, 12.6977
1, -89.521, 200.707, 1817.96, 193.087, 766.061, 12.8495
1, -89.5209, 200.708, 1817.83, 193.092, 765.929, 13.0007
1, -89.5209, 200.709, 1817.78, 193.093, 765.883, 13.1515
1, -89.5209, 200.709, 1817.72, 193.095, 765.816, 13.3018
1, -89.5209, 200.71, 1817.66, 193.097, 765.764, 13.4517
1, -89.5209, 200.711, 1817.54, 193.101, 765.644, 13.6012
1, -89.5208, 200.711, 1817.47, 193.103, 765.567, 13.7502
1, -89.5209, 200.712, 1817.38, 193.106, 765.483, 13.8989
1, -89.521, 200.712, 1817.33, 193.107, 765.428, 14.0472
1, -89.5211, 200.713, 1817.28, 193.109, 765.381, 14.195
1, -89.5213, 200.713, 1817.19, 193.112, 765.295, 14.3424
1, -89.5216, 200.714, 1817.08, 193.115, 765.183, 14.4894
1, -89.5218, 200.715, 1817, 193.118, 765.103, 14.636
1, -89.5219, 200.715, 1816.93, 193.12, 765.035, 14.7821
1, -89.522, 200.716, 1816.88, 193.122, 764.979, 14.9279
1, -89.5223, 200.717, 1816.73, 193.126, 764.836, 15.0734
1, -89.5224, 200.718, 1816.67, 193.128, 764.767, 15.2184
1, -89.5225, 200.718, 1816.59, 193.131, 764.691, 15.3631
1, -89.5225, 200.719, 1816.52, 193.133, 764.625, 15.5074
1, -89.5225, 200.719, 1816.44, 193.136, 764.537, 15.6513
1, -89.5227, 200.72, 1816.31, 193.139, 764.414, 15.795
1, -89.5228, 200.721, 1816.22, 193.142, 764.324, 15.9384
1, -89.5229, 200.722, 1816.14, 193.145, 764.247, 16.0815
1, -89.5229, 200.722, 1816.05, 193.148, 764.153, 16.2244
1, -89.523, 200.723, 1815.99, 193.149, 764.094, 16.3669
1, -89.523, 200.724, 1815.85, 193.154, 763.949, 16.5093
1, -89.523, 200.725, 1815.78, 193.156, 763.885, 16.6514
1, -89.523, 200.725, 1815.67, 193.16, 763.775, 16.7931
1, -89.5231, 200.726, 1815.61, 193.162, 763.711, 16.9347
1, -89.5231, 200.727, 1815.52, 193.164, 763.622, 17.076
1, -89.5232, 200.728, 1815.38, 193.169, 763.478, 17.3579
1, -89.5233, 200.729, 1815.28, 193.172, 763.381, 17.4984
1, -89.5234, 200.729, 1815.22, 193.174, 763.319, 17.4984
1, -89.5234, 200.73, 1815.15, 193.176, 763.252, 17.6385
1, -89.5235, 200.731, 1815.03, 193.18, 763.132, 17.7777
1, -89.5236, 200.732, 1814.89, 193.184, 762.998, 17.9162
1, -89.5237, 200.732, 1814.82, 193.186, 762.921, 18.0542
1, -89.5237, 200.733, 1814.73, 193.189, 762.831, 18.1916
1, -89.5237, 200.734, 1814.64, 193.192, 762.747, 18.3282
1, -89.5238, 200.735, 1814.53, 193.195, 762.638, 18.4637
1, -89.5239, 200.735, 1814.44, 193.198, 762.542, 18.5983
1, -89.5242, 200.736, 1814.31, 193.203, 762.412, 18.7317
1, -89.5245, 200.737, 1814.22, 193.205, 762.319, 18.8642
1, -89.5248, 200.738, 1814.11, 193.209, 762.218, 18.9973
1, -89.5252, 200.739, 1814.01, 193.212, 762.118, 19.1289
1, -89.5257, 200.74, 1813.86, 193.217, 761.968, 19.2605
1, -89.5261, 200.741, 1813.76, 193.22, 761.866, 19.3935
1, -89.5266, 200.742, 1813.65, 193.223, 761.755, 19.5216
1, -89.5269, 200.742, 1813.6, 193.225, 761.699, 19.645
1, -89.5274, 200.743, 1813.5, 193.228, 761.599, 19.765
1, -89.5286, 200.744, 1813.31, 193.234, 761.418, 19.8813
1, -89.5293, 200.745, 1813.2, 193.237, 761.305, 19.9901
1, -89.53, 200.746, 1813.09, 193.241, 761.194, 20.1048
1, -89.5302, 200.746, 1813.04, 193.242, 761.145, 20.218
1, -89.5307, 200.747, 1812.95, 193.245, 761.049, 20.3267
1, -89.5313, 200.748, 1812.82, 193.249, 760.922, 20.4309
1, -89.532, 200.749, 1812.65, 193.255, 760.758, 20.5311
1, -89.5326, 200.75, 1812.54, 193.258, 760.644, 20.6286
1, -89.5331, 200.751, 1812.42, 193.262, 760.521, 20.7246
1, -89.5335, 200.752, 1812.34, 193.264, 760.442, 20.8205
1, -89.534, 200.753, 1812.24, 193.267, 760.348, 20.9173
1, -89.5345, 200.753, 1812.15, 193.27, 760.25, 21.018
1, -89.5353, 200.755, 1811.97, 193.276, 760.077, 21.1242
1, -89.5357, 200.755, 1811.87, 193.279, 759.972, 21.2352
1, -89.5362, 200.756, 1811.76, 193.282, 759.869, 21.35
1, -89.5365, 200.757, 1811.7, 193.285, 759.799, 21.468
1, -89.5376, 200.759, 1811.46, 193.292, 759.566, 21.5886
1, -89.5381, 200.759, 1811.37, 193.295, 759.477, 21.7114
1, -89.5385, 200.76, 1811.28, 193.298, 759.383, 21.8353
1, -89.5392, 200.761, 1811.16, 193.301, 759.262, 21.9598
1, -89.5397, 200.762, 1811.05, 193.305, 759.156, 22.0851
1, -89.5406, 200.763, 1810.88, 193.31, 758.983, 22.2112
1, -89.5413, 200.764, 1810.77, 193.313, 758.875, 22.3386
1, -89.5421, 200.765, 1810.63, 193.318, 758.738, 22.4677
1, -89.5428, 200.766, 1810.53, 193.321, 758.637, 22.5985
1, -89.5439, 200.767, 1810.36, 193.326, 758.47, 22.7311
1, -89.5447, 200.768, 1810.25, 193.33, 758.353, 22.8656
1, -89.5455, 200.769, 1810.13, 193.333, 758.239, 23.0031
1, -89.5464, 200.77, 1810, 193.337, 758.11, 23.1445
1, -89.5469, 200.77, 1809.93, 193.34, 758.032, 23.2898
1, -89.5477, 200.771, 1809.79, 193.344, 757.896, 23.4373
1, -89.5486, 200.773, 1809.61, 193.349, 757.719, 23.5862
1, -89.5493, 200.774, 1809.47, 193.354, 757.573, 23.7357
1, -89.5497, 200.775, 1809.39, 193.357, 757.491, 23.8843
1, -89.5504, 200.775, 1809.27, 193.36, 757.372, 24.0313
1, -89.551, 200.776, 1809.13, 193.365, 757.233, 24.1765
1, -89.552, 200.778, 1808.93, 193.371, 757.038, 24.3198
1, -89.5525, 200.779, 1808.84, 193.373, 756.948, 24.4614
1, -89.553, 200.779, 1808.74, 193.377, 756.843, 24.6016
1, -89.5536, 200.78, 1808.62, 193.38, 756.727, 24.7411
1, -89.5543, 200.781, 1808.49, 193.384, 756.593, 24.8803
1, -89.5556, 200.783, 1808.24, 193.392, 756.351, 25.0197
1, -89.5562, 200.784, 1808.13, 193.396, 756.237, 25.1593
1, -89.557, 200.785, 1807.97, 193.4, 756.081, 25.2993
1, -89.5576, 200.786, 1807.86, 193.404, 755.97, 25.4396
1, -89.5581, 200.787, 1807.76, 193.407, 755.868, 25.5801
1, -89.5594, 200.789, 1807.52, 193.415, 755.626, 25.7206
1, -89.56, 200.789, 1807.4, 193.418, 755.502, 25.8608
1, -89.5609, 200.791, 1807.23, 193.423, 755.342, 26.0006
1, -89.5614, 200.791, 1807.15, 193.426, 755.262, 26.14
1, -89.5619, 200.792, 1807.06, 193.429, 755.166, 26.2789
1, -89.5634, 200.794, 1806.79, 193.437, 754.895, 26.4174
1, -89.5642, 200.795, 1806.66, 193.441, 754.763, 26.5554
1, -89.565, 200.796, 1806.52, 193.445, 754.626, 26.693
1, -89.5656, 200.797, 1806.41, 193.449, 754.514, 26.8304
1, -89.5662, 200.798, 1806.28, 193.453, 754.39, 26.9675
1, -89.5672, 200.799, 1806.07, 193.459, 754.176, 27.1045
1, -89.5678, 200.8, 1805.92, 193.464, 754.03, 27.2413
1, -89.5684, 200.802, 1805.77, 193.469, 753.875, 27.378
1, -89.5688, 200.802, 1805.66, 193.472, 753.768, 27.5147
1, -89.5691, 200.803, 1805.55, 193.475, 753.658, 27.6513
1, -89.5701, 200.805, 1805.28, 193.484, 753.385, 27.7876
1, -89.5704, 200.806, 1805.18, 193.487, 753.285, 27.9238
1, -89.5709, 200.807, 1805.02, 193.492, 753.131, 28.0597
1, -89.5713, 200.808, 1804.91, 193.495, 753.021, 28.1953
1, -89.5717, 200.809, 1804.78, 193.499, 752.887, 28.3306
1, -89.5726, 200.811, 1804.49, 193.508, 752.602, 28.4657
1, -89.573, 200.812, 1804.37, 193.512, 752.476, 28.6005
1, -89.5734, 200.813, 1804.24, 193.516, 752.344, 28.7351
1, -89.5738, 200.813, 1804.12, 193.519, 752.229, 28.8695
1, -89.5743, 200.814, 1803.98, 193.524, 752.089, 29.0038
1, -89.575, 200.817, 1803.69, 193.532, 751.802, 29.1379
1, -89.5753, 200.817, 1803.56, 193.536, 751.673, 29.2718
1, -89.5757, 200.819, 1803.39, 193.542, 751.498, 29.4055
1, -89.576, 200.819, 1803.3, 193.545, 751.409, 29.5389
1, -89.5763, 200.82, 1803.14, 193.549, 751.251, 29.6722
1, -89.5768, 200.822, 1802.91, 193.557, 751.014, 29.8053
1, -89.5771, 200.823, 1802.74, 193.562, 750.854, 29.9383
1, -89.5774, 200.825, 1802.57, 193.567, 750.678, 30.0712
1, -89.5776, 200.825, 1802.48, 193.57, 750.59, 30.2038
1, -89.5778, 200.826, 1802.33, 193.574, 750.443, 30.3362
1, -89.5782, 200.828, 1802.07, 193.582, 750.179, 30.4684
1, -89.5785, 200.829, 1801.89, 193.588, 749.999, 30.6004
1, -89.4378, 207.708, 1803.33, 200.43, 751.605, 25.9814
1, -89.438, 207.709, 1803.25, 200.433, 751.525, 26.1018
1, -89.4384, 207.71, 1803.13, 200.437, 751.398, 26.2223
1, -89.4386, 207.713, 1802.86, 200.446, 751.133, 26.4638
1, -89.4386, 207.714, 1802.72, 200.451, 750.993, 26.4638
1, -89.4386, 207.715, 1802.65, 200.453, 750.924, 26.5847
1, -89.4384, 207.717, 1802.47, 200.459, 750.741, 26.7059
1, -89.4382, 207.718, 1802.37, 200.462, 750.646, 26.8271
1, -89.4376, 207.72, 1802.16, 200.469, 750.436, 26.9486
1, -89.437, 207.721, 1802.01, 200.474, 750.279, 27.0704
1, -89.4366, 207.722, 1801.91, 200.478, 750.178, 27.1925
1, -89.4359, 207.723, 1801.77, 200.482, 750.043, 27.3149
1, -89.4352, 207.725, 1801.64, 200.486, 749.913, 27.4376
1, -89.4332, 207.727, 1801.37, 200.495, 749.638, 27.5605
1, -89.4322, 207.729, 1801.23, 200.5, 749.5, 27.6836
1, -89.4308, 207.73, 1801.06, 200.506, 749.332, 27.8069
1, -89.4299, 207.731, 1800.97, 200.509, 749.237, 27.9301
1, -89.4288, 207.732, 1800.84, 200.513, 749.113, 28.0535
1, -89.4278, 207.733, 1800.74, 200.516, 749.008, 28.177
1, -89.4247, 207.736, 1800.45, 200.526, 748.721, 28.3007
1, -89.4235, 207.737, 1800.34, 200.529, 748.616, 28.4244
1, -89.4214, 207.739, 1800.16, 200.536, 748.434, 28.5481
1, -89.4204, 207.74, 1800.07, 200.539, 748.342, 28.672
1, -89.4174, 207.742, 1799.82, 200.547, 748.092, 28.7961
1, -89.4153, 207.744, 1799.66, 200.552, 747.936, 28.9205
1, -89.4132, 207.745, 1799.51, 200.557, 747.779, 29.0452
1, -89.4118, 207.746, 1799.4, 200.561, 747.676, 29.1702
1, -89.4093, 207.748, 1799.22, 200.567, 747.496, 29.2954
1, -89.406, 207.751, 1798.99, 200.575, 747.26, 29.4207
1, -89.4042, 207.752, 1798.86, 200.579, 747.131, 29.5461
1, -89.4013, 207.754, 1798.66, 200.586, 746.934, 29.6716
1, -89.3993, 207.755, 1798.52, 200.59, 746.796, 29.7972
1, -89.3977, 207.756, 1798.41, 200.594, 746.687, 29.9229
1, -89.3941, 207.759, 1798.18, 200.602, 746.454, 30.0487
1, -89.3918, 207.76, 1798.03, 200.607, 746.305, 30.1746
1, -89.3896, 207.762, 1797.89, 200.612, 746.168, 30.3007
1, -89.3875, 207.763, 1797.76, 200.616, 746.031, 30.4268
1, -89.3853, 207.765, 1797.62, 200.621, 745.89, 30.553
1, -89.3806, 207.768, 1797.31, 200.631, 745.585, 30.8051
1, -89.3781, 207.769, 1797.15, 200.637, 745.426, 30.8051
1, -89.3767, 207.77, 1797.06, 200.64, 745.332, 30.9312
1, -89.3737, 207.772, 1796.86, 200.647, 745.131, 31.0573
1, -89.3716, 207.774, 1796.72, 200.651, 744.995, 31.1833
1, -89.3698, 207.775, 1796.6, 200.656, 744.87, 31.3095
1, -89.3655, 207.778, 1796.3, 200.666, 744.579, 31.4359
1, -89.3637, 207.78, 1796.18, 200.67, 744.454, 31.5623
1, -89.3609, 207.782, 1795.98, 200.677, 744.255, 31.6889
1, -89.3592, 207.783, 1795.85, 200.681, 744.129, 31.8157
1, -89.3558, 207.786, 1795.6, 200.69, 743.874, 31.9425
1, -89.3532, 207.788, 1795.4, 200.697, 743.68, 32.0694
1, -89.3514, 207.79, 1795.26, 200.702, 743.532, 32.1963
1, -89.35, 207.791, 1795.15, 200.706, 743.422, 32.3232
1, -89.3482, 207.793, 1794.99, 200.711, 743.267, 32.4501
1, -89.3459, 207.795, 1794.79, 200.718, 743.068, 32.577
1, -89.3431, 207.798, 1794.55, 200.726, 742.827, 32.7038
1, -89.3413, 207.799, 1794.38, 200.732, 742.661, 32.8306
1, -89.3394, 207.801, 1794.22, 200.738, 742.493, 32.9575
1, -89.3375, 207.803, 1794.04, 200.744, 742.312, 33.0844
1, -89.3356, 207.805, 1793.86, 200.75, 742.139, 33.2114
1, -89.333, 207.808, 1793.61, 200.759, 741.889, 33.3383
1, -89.3315, 207.81, 1793.46, 200.764, 741.735, 33.4653
1, -89.3294, 207.812, 1793.26, 200.771, 741.534, 33.5922
1, -89.3279, 207.814, 1793.11, 200.776, 741.383, 33.7191
1, -89.3252, 207.817, 1792.84, 200.786, 741.12, 33.8542
1, -89.323, 207.819, 1792.66, 200.792, 740.939, 34.0002
1, -89.321, 207.821, 1792.5, 200.798, 740.776, 34.1577
1, -89.3194, 207.822, 1792.37, 200.802, 740.645, 34.3249
1, -89.317, 207.825, 1792.15, 200.81, 740.424, 34.4984
1, -89.3148, 207.827, 1791.96, 200.817, 740.236, 34.6787
1, -89.3141, 207.83, 1791.67, 200.827, 739.952, 35.0608
1, -89.3188, 207.833, 1791.49, 200.833, 739.772, 35.0608
1, -89.3233, 207.834, 1791.36, 200.838, 739.642, 35.2389
1, -89.331, 207.837, 1791.19, 200.844, 739.468, 35.427
1, -89.3393, 207.839, 1791.02, 200.851, 739.296, 35.6068
1, -89.353, 207.843, 1790.73, 200.861, 739.013, 35.7919
1, -89.3644, 207.846, 1790.51, 200.869, 738.784, 35.9733
1, -89.3727, 207.848, 1790.35, 200.875, 738.629, 36.1603
1, -89.3807, 207.85, 1790.19, 200.881, 738.466, 36.3395
1, -89.3879, 207.852, 1790.03, 200.886, 738.312, 36.5239
1, -89.402, 207.855, 1789.73, 200.897, 738.01, 36.7029
1, -89.4139, 207.859, 1789.48, 200.906, 737.757, 36.8876
1, -89.4198, 207.86, 1789.33, 200.912, 737.61, 37.0639
1, -89.4242, 207.862, 1789.22, 200.916, 737.501, 37.2418
1, -89.4318, 207.864, 1789.03, 200.922, 737.313, 37.4194
1, -89.4397, 207.866, 1788.84, 200.929, 737.12, 37.5942
1, -89.4508, 207.869, 1788.57, 200.939, 736.847, 37.7707
1, -89.4617, 207.873, 1788.3, 200.948, 736.584, 37.9422
1, -89.4694, 207.875, 1788.11, 200.955, 736.387, 38.1132
1, -89.4759, 207.877, 1787.94, 200.961, 736.225, 38.2837
1, -89.4907, 207.881, 1787.57, 200.974, 735.85, 38.619
1, -89.5033, 207.885, 1787.23, 200.985, 735.511, 38.7839
1, -89.5089, 207.886, 1787.08, 200.991, 735.357, 38.9469
1, -89.5166, 207.889, 1786.86, 200.998, 735.136, 39.1081
1, -89.5263, 207.892, 1786.55, 201.009, 734.834, 39.2676
1, -89.5323, 207.894, 1786.36, 201.015, 734.638, 39.4257
1, -89.5377, 207.896, 1786.15, 201.022, 734.436, 39.5822
1, -89.5431, 207.898, 1785.92, 201.03, 734.206, 39.7375
1, -89.5459, 207.9, 1785.79, 201.034, 734.071, 39.8917
1, -89.5522, 207.903, 1785.43, 201.046, 733.708, 40.0445
1, -89.5547, 207.905, 1785.23, 201.053, 733.512, 40.1962
1, -89.557, 207.907, 1785.02, 201.06, 733.298, 40.3468
1, -89.5584, 207.909, 1784.85, 201.066, 733.128, 40.4961
1, -89.5596, 207.911, 1784.65, 201.072, 732.936, 40.6442
1, -89.5612, 207.914, 1784.29, 201.084, 732.575, 40.7912
1, -89.5614, 207.916, 1784.11, 201.09, 732.391, 40.9371
1, -89.5613, 207.918, 1783.85, 201.099, 732.128, 41.0819
1, -89.5609, 207.92, 1783.69, 201.104, 731.976, 41.2256
1, -89.5605, 207.921, 1783.55, 201.108, 731.835, 41.3683
1, -89.5586, 207.925, 1783.13, 201.122, 731.411, 41.6505
1, -89.5575, 207.927, 1782.94, 201.128, 731.227, 41.6505
1, -89.5562, 207.928, 1782.75, 201.135, 731.034, 41.7901
1, -89.5544, 207.931, 1782.53, 201.142, 730.817, 41.9253
1, -89.5529, 207.932, 1782.37, 201.147, 730.658, 42.0427
1, -89.5497, 207.934, 1782.14, 201.155, 730.425, 42.1418
1, -89.5415, 207.938, 1781.75, 201.167, 730.033, 42.2266
1, -89.5365, 207.939, 1781.58, 201.173, 729.865, 42.3028
1, -89.5274, 207.942, 1781.31, 201.182, 729.598, 42.3765
1, -89.5227, 207.943, 1781.19, 201.186, 729.476, 42.4532
1, -89.5144, 207.944, 1780.99, 201.192, 729.271, 42.5343
1, -89.4987, 207.948, 1780.61, 201.204, 728.895, 42.6203
1, -89.4898, 207.95, 1780.4, 201.211, 728.682, 42.7115
1, -89.4798, 207.952, 1780.15, 201.219, 728.438, 42.8064
1, -89.4701, 207.954, 1779.91, 201.227, 728.195, 42.903
1, -89.4655, 207.956, 1779.79, 201.232, 728.072, 43.0001
1, -89.4583, 207.958, 1779.59, 201.238, 727.872, 43.0969
1, -89.4497, 207.96, 1779.33, 201.247, 727.615, 43.1927
1, -89.4427, 207.962, 1779.11, 201.254, 727.401, 43.2872
1, -89.4281, 207.967, 1778.64, 201.27, 726.928, 43.4736
1, -89.4218, 207.969, 1778.44, 201.277, 726.722, 43.4736
1, -89.4173, 207.971, 1778.28, 201.283, 726.567, 43.5667
1, -89.4097, 207.974, 1778, 201.292, 726.284, 43.6603
1, -89.4052, 207.976, 1777.82, 201.298, 726.109, 43.7548
1, -89.3953, 207.981, 1777.41, 201.312, 725.701, 43.9459
1, -89.3904, 207.983, 1777.2, 201.32, 725.486, 43.9459
1, -89.3869, 207.985, 1777.04, 201.325, 725.327, 44.0425
1, -89.3811, 207.988, 1776.77, 201.335, 725.059, 44.1394
1, -89.3767, 207.99, 1776.56, 201.342, 724.849, 44.2367
1, -89.3727, 207.993, 1776.37, 201.349, 724.653, 44.3342
1, -89.3656, 207.997, 1776, 201.362, 724.289, 44.4319
1, -89.3625, 207.999, 1775.83, 201.368, 724.115, 44.5297
1, -89.3586, 208.002, 1775.59, 201.376, 723.876, 44.6276
1, -89.3558, 208.004, 1775.41, 201.383, 723.693, 44.7254
1, -89.349, 208.009, 1774.97, 201.398, 723.257, 44.8233
1, -89.3452, 208.012, 1774.75, 201.406, 723.037, 44.9213
1, -89.342, 208.014, 1774.57, 201.413, 722.856, 45.0194
1, -89.3393, 208.016, 1774.39, 201.419, 722.675, 45.1179
1, -89.3371, 208.019, 1774.16, 201.427, 722.444, 45.2167
1, -89.3347, 208.024, 1773.71, 201.443, 722.003, 45.3154
1, -89.3358, 208.026, 1773.55, 201.449, 721.841, 45.4142
1, -89.3385, 208.03, 1773.3, 201.458, 721.59, 45.5133
1, -89.3428, 208.033, 1773.06, 201.467, 721.346, 45.6126
1, -89.3466, 208.035, 1772.88, 201.473, 721.174, 45.712
1, -89.3566, 208.04, 1772.5, 201.487, 720.787, 45.8118
1, -89.3648, 208.043, 1772.24, 201.496, 720.525, 45.9118
1, -89.3743, 208.046, 1771.96, 201.506, 720.253, 46.0123
1, -89.3795, 208.048, 1771.82, 201.511, 720.115, 46.113
1, -89.3901, 208.051, 1771.55, 201.521, 719.844, 46.2139
1, -89.4058, 208.056, 1771.19, 201.534, 719.479, 46.315
1, -89.4171, 208.058, 1770.94, 201.543, 719.23, 46.4162
1, -89.4281, 208.061, 1770.7, 201.551, 718.993, 46.5177
1, -89.4338, 208.063, 1770.58, 201.555, 718.873, 46.6192
1, -89.4459, 208.065, 1770.33, 201.564, 718.623, 46.7207
1, -89.4653, 208.07, 1769.94, 201.577, 718.228, 46.8224
1, -89.4798, 208.073, 1769.65, 201.587, 717.94, 46.9242
1, -89.4904, 208.075, 1769.44, 201.594, 717.731, 47.026
1, -89.4993, 208.077, 1769.27, 201.6, 717.557, 47.1278
1, -89.5113, 208.079, 1769.03, 201.608, 717.321, 47.2296
1, -89.5351, 208.084, 1768.56, 201.624, 716.851, 47.4331
1, -89.548, 208.086, 1768.31, 201.632, 716.597, 47.4331
1, -89.5544, 208.088, 1768.18, 201.637, 716.472, 47.5347
1, -89.5734, 208.091, 1767.81, 201.649, 716.103, 47.6363
1, -89.5864, 208.093, 1767.56, 201.657, 715.85, 47.7379
1, -89.5952, 208.095, 1767.39, 201.662, 715.679, 47.8396
1, -89.6157, 208.098, 1766.98, 201.675, 715.275, 47.9416
1, -89.6269, 208.1, 1766.76, 201.683, 715.05, 48.0437
1, -89.6403, 208.102, 1766.49, 201.691, 714.779, 48.146
1, -89.6479, 208.104, 1766.33, 201.696, 714.622, 48.2483
1, -89.6587, 208.105, 1766.1, 201.703, 714.397, 48.3506
1, -89.6815, 208.109, 1765.62, 201.718, 713.915, 48.5557
1, -89.6917, 208.11, 1765.4, 201.725, 713.692, 48.5557
1, -89.7009, 208.112, 1765.2, 201.731, 713.49, 48.6584
1, -89.7134, 208.114, 1764.91, 201.74, 713.209, 48.7611
